product_name,review,rating
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Awesome mobile.
Camera-3.5
Battery🔋-3.9
Display-4.5",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good product 👍,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","This phone is ideal for users seeking a durable, sturdy device that offers reliable overall performance, including a decent camera, long-lasting battery, and a bright, vibrant display. Designed for smooth operation and long-term use, it's perfect for everyday tasks, it stands out as a dependable choice for daily use. If you're prioritizing practical performance and durability over top-tier specs, this phone is an excellent option.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Very nice.. product ❤️❤️, I love Oppo always..❤️❤️❤️ I have purchase for my Sweet wife.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Good option for ladies who always throw their phone to the floor when they are angry😊
Only negative thing is display which is only 720p",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Good 👍
Excellent 👌
Nice 🙂
Best ❣️",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","This phone is very good and value for money
Camera ⭐⭐ ⭐
Battery ⭐⭐⭐⭐
Display ⭐⭐⭐
Performance ⭐⭐⭐⭐",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Camera Quality very low,
Other Facilities is excellent.",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Best,3
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Oppo k12x 5g ...,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","One of the best phone in this range!
Battery backup 5/5
Camer Quality 2/5
Display 4/5
Design 5/5
Performance 5/5
A/q to prince range!",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Worth It,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Oppo k 12 5 G super gorgeous 😘😘😘😘😘😘,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Super model,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Overall phone is good this budgets.
Looking good and camera good, display ok.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nice 👍 phone video super sound super,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",All good I am very very very happy,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very nice product well performed 👍 thank you so much Flipkart,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",OSM,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",The photo is looking good... but the camera is not as good as the Quality of the camera is very Bad and poor. In first Day i put change with 100% in and after 7 hours without using my battery charger 67%🔋 so battery is very Bad. The display of the phone is also not good.Please don't take the phone waste of money..,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","OPPO K12x Total Value For Money Smartphone
Used 10 days. excellent Performance. Smooth software experience. Long lasting battery up to 2 days. Awesome design with great camera quality.

Total satisfied with this smartphone 😊

I will Give 9.5/10

Thanks Flipkart and Oppo..👍🏻",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nice quality for oppo 12kx .......,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Battery is best
Camera quality can be improved in setting of camera
Gaming mobile phone",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Superb mobile 😍😍😍😍
Nice design🥰🥰🥰🥰
Battery performance is very good 👍🏻
Fabulous condition 😃",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","camera 📷 70%
performance 80%
product 85%
BATTERY 🔋 90%
display size 85%
design 90%
Everything is also good condition",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Looking awesome 👌
1). Camera..............................7/10
2). Battery.........................10/10
3). Performance..................8/10
4). Display.,........,....................8/10
5). Charging adopter....10/10
6). Designed............................9/10
Over all good 13,000📱segments......... 🤝",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","It's an amazing phone in its price range.
Just go for it.
VFM product
one of the toughest and fastest phones in this segment.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Best phone
Value for money ...",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","The OPPO K12x 5G is a budget-friendly smartphone that offers impressive durability, a decent display, and solid performance, making it a great choice for those seeking a reliable and affordable device.
So oppo is doing best work and the software is good but one problem bloatware is more.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Awesome Mobile in this Segment
Value For Money
Just Go For it Worth every penny
Amazing Camera Quality
Best battery life
Very user friendly UI",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Nice phone in this budget, Display should be FHD........",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nice product,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Bad camera quality
Good display and design
Nice performance
Average battery performance
But very very bad camera quality at this price point",3
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Battery low,3
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",very good product camera quality nice display beautiful ❤️😍 thank you Flipkart,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Best smartphone under 15k awesome 👍 good performance,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nyc,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",I love 😘 oppo mobile I like it I am happy 😀😀😀,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Best phone in this price segment one of the following features is superb,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","The Oppo K12x is an excellent choice for a mid-range phone, offering impressive stability with its 360-degree armor body. The design is sleek and premium, reflecting Oppo's commitment to quality. Performance is solid with good optimization, though there are occasional lags, which is expected in this price range. The camera is decent but could use some improvement; hopefully, future updates will enhance it. On the plus side, the storage optimization, battery life, and the 45 Watt fast charger ...
READ MORE",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","I loved Oppo mobile for its great performance like battery,display, camera and very smooth processor. Using Oppo f 17 from last 3.5 years no lagging issue.
Great phone go for oppo phone undoubtedly.",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",It's a good deal for this price range ☺️☺️,3
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good Quality,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very nice phone.,3
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Best Phone under 15k.....,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Very good mobile phone at this price 😊
Camera4/5
Display 5/5
Battery 5/5
Look 5/5
Build quality 5/5
Overall very good mobile phone",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Best 5g Mobile in this Price I love it, Over all good👍",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","OPPO K12 X 5G
1.Camera quality ok
2.Performance is ok
3.120Hz Refresh rate
4.Screen touch super
5.battery performance super
6.360degree armour body",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nice phone,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",camera 5/10 and other future 8/10,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",The Phone is durable and good performance under 12 K by oppo company toughest phone in this segment with fast charging support of 45 W SuperVooc Charger in the Box.i have no words to explain about the greatness of this phone ☺️,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Camera-7/10
Battery -9/10
Display -9/10(in this price range)
Design -10/10
Performance - cool",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Overall phone Good
But camera is not Good
Battery performance is very Good",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","As a user, the OPPO K12x 5G stands out for its dependable performance and robust battery life. The 120Hz display offers smooth visuals, making it enjoyable for both gaming and streaming content. The phone's camera system is reliable for everyday photography, especially with its useful features like Dual View Video for vlogging. With fast charging and long-lasting battery life, it's a phone you won't have to worry about charging often. The software is user-friendly, and OPPO promises regular u...
READ MORE",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Best phone under this segment..🔥
Camera 4/5
Battery 5/5
Design 5/5
Sound 5/5",5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",My mom- Brought this phone and she is really satisfied with it thankyou oppo,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very good 👍,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",very good,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very good product,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","AMAZING PRODUCT
I recently upgraded to the Oppo Mobile Phone, and it has exceeded my expectations. The display is stunning, with vibrant colors and sharp resolution that makes streaming videos and browsing. The battery life is impressive, easily lasting a full day even with heavy use.",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Handset is good and veluebal mony under 13k camera display design processor there is all good. Hand feel is average with medium large display. UAI experience is not good but average under 13k. So u can purches if find average device.,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very nice 👍,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Gast 👍 👌 🙆🆗️ supervooc 45w changing is good 5g mobile 📱 value for money 💰,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",This is the real budget mobile with a decent processor and display.. camera is disappointing if you are not a frequent lover of capturing photos.. then this is really good. Worth the money 💰,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Nyc,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good product i likeit,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Awesome 😎,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",value for money,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Good,4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews","Camera Decent and display Resulation Decent
But performance awesome....
Value for money 👍👍👍",4
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Needs to more focus on Display and camera,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Overall budget mobile phone 👍,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Neic phone 📱,5
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",Very good product this price range,5
