product_name,rating,cleaned_review,Sentiment,Sentiment_Score
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",3,nice phone,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,best phone 15k,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,good mobile phone price camera45 display 55 battery 55 look 55 build quality 55 overall good mobile phone,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,best 5g mobile price love good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,oppo k12 x 5g 1camera quality ok 2performance ok 3120hz refresh rate 4screen touch super 5battery performance super 6360degree armour body,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,nice phone,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,camera 510 future 810,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,phone durable good performance 12 k oppo company toughest phone segment fast charging support 45 w supervooc charger boxi words explain greatness phone,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,camera710 battery 910 display 910in price range design 1010 performance cool,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,overall phone good camera good battery performance good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,user oppo k12x 5g stands dependable performance robust battery life 120hz display offers smooth visuals making enjoyable gaming streaming content phones camera system reliable everyday photography especially useful features like dual view video vlogging fast charging longlasting battery life phone wont worry charging often software userfriendly oppo promises regular u read,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,best phone segment camera 45 battery 55 design 55 sound 55,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,mom brought phone really satisfied thankyou oppo,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,good product,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,amazing product recently upgraded oppo mobile phone exceeded expectations display stunning vibrant colors sharp resolution makes streaming videos browsing battery life impressive easily lasting full day even heavy use,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,handset good veluebal mony 13k camera display design processor good hand feel average medium large display uai experience good average 13k u purches find average device,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,nice,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,gast supervooc 45w changing good 5g mobile value money,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,real budget mobile decent processor display camera disappointing frequent lover capturing photos really good worth money,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,nyc,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,good product likeit,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,awesome,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,value money,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,good,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",4,camera decent display resulation decent performance awesome value money,Positive,1
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,needs focus display camera,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,overall budget mobile phone,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,neic phone,Neutral,0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB) Reviews",5,good product price range,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,bought p8 54k cc exchange offerso far highly satisfied display great less contrasty feel washed colour switching old phone getting 6 7 hrs sot new software update phone warm time network wifi havent noticed call drops think recent software update resolved many issues go gamer,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,whoever thinking bout buying phone right stop aint getting good offers pixel fan point buying phone price pros cameras like every youtuber saying bout phones cameras top class raw photos really good details dynamic range pretty good would say photos better iphones videos phone easily compared videos iphone 131415 also wi read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,perfect size phone compact phone user hazel color looks amazing best display phone worldcheck dxomark rating phone quick touch amazing battery life decent considering display quality brightness im yes test camera pixel never disappoints genre,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,phone excellent heating get ever slightly warm close hot tensor g1 g2 gotperformance top notch haptic phone ultimate way better phone including iphones display beautiful time google nailed feels premium,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,initial impressions three days since got phone phone looks feels great better real life pictures even official pictures put google definitely eyeturner market full samsungs apples camera lives hype realistic images see eyes phone captures display amazing ui smooth premium feel small details animations etc google pays att read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,looking like worth,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,feel premiumdisplay camera biuld quality superbheats little bit u use continuously,Negative,-1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,nice performance camera good software experience battery performance also good full day,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,camera 1010 user experience 1010 display 1010 performance 1010 issues far 120hz display feels much better,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,youll like great pics matter lighting came s22 ultra unlike p8 naturally knows take perfect contrasty pic idk best take feature must boon kids take lot group pics compact fast great screen easily visible even direct sunlight slick haptics battery lasts entire day smartness evenly spread across entire os superb value bought sale w read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,must buy amazing phone camera quality awesome hand feel also awesome go,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,using pixel 8 256gb past one month smooth cool battery wont last suitable gaming superb camera quality design wise looking decent immersive,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,ill update review phone receives 1 2 updates heating issues pretty bad,Negative,-1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,one best cameras get android phones,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,much better older pixel 7really licked pixel 8 lot,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,perfect phone dont go negative ratings phone good normal usage heating issue far feel battery draining fast disable digital wellbeing app android debloater,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,well got exchange old phone using oneplus devices last siz years phone working fine last 15 days saw people talking battery period found similar previous phone full charge giving full day battery per usage camera good taking beautiful pictures low light ai features also fine havent used completely facing heating issue mentioned many reviews overall goo read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,brilliant colorbrilliant phone,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,camera excellent smoothly working 1012 hour battery backup screen,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,pixel king,Neutral,0
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,phone gets warm basic tasks battery life also great imo update issues fixed software update,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,absolute banger product google chose iphone 15 s24 oh right theres way im going back mid range cheap phone like oppos redmi like ill ever longevity google enough keep many years loved experience product far glad bought pixel 8 however still points note camera doesnt pro mode high res mode although read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,amazing phone google perfect size nice colour good,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,best product actually pixel 8 disign good best camera quality ever device beats iphone 15 also camera performance design also,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,overall classy product,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,pixel ever used 1 camera 10 10 biggest samsung sensors ever gn2 2 display 1010 crisp 120 hz fantastic 3 design 1010 compact able believe everything 4 battery 910 decent battery,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,phone average phone regarding price justified price pros 1 back camera top notch 2 low light photography awesome 3 smooth android experience 4 display good content consumption 5 lil bit gaming okay 6 backside look colour good gives premium feeling cons 1 selfie camera bad 2 battery drains quickly time 3 faced charging issue old oneplus adaptor 4 performance average 5 phone gets h read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,didnt see heating issues concern see niche product everyone hopefully pixels become mainstream,Neutral,0
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,early review based first days experience 7 years os security updates pleasant unexpected fan since nexus series pixel series specifically pixel 8 major upgrade complementing ai photography google always champ os excelling hardware also combining ai photography cheers,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,absolutely stunning phone price range good performance awesome camera display showstopper bbd sale,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,deep dilemma phone buy phones samsungs one plus somehow heard great things one plus lately stuck top 3 wanted stick android apple needlessly exclusive ended samsung pixel shortlist reading multiple reviews went pixel 8 pleasant experience far amaze camera ai features handy compact phone google keeps nudges fun stuff like creating coll read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,upgraded vivo y50 pixel 8 1 performance great 2 camera definitely better apple colour quality improve blur potrait mode 3 battery 90 charge give 1 day battery life easily 4 design best world 5 display good bonus point tip go google charger bought ambrane charger said 30w written doun give power supply max 20v go google charger please dont go read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,better phone price u want within limits go best android phone without lags samsung google pixel rocks,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,one word awesome,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,nonsense phone great camera performance best compact phone best google features cherry top os support till 7 years,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,bought big billion sale first premium mobile liked design easy single hand use display good haptics good camera decent explored much heats video calls battery big disappointment charge twice day dont buy mobile thinking 7 yr upgrade premium looks worth worth paying 60k plus premium chinese phones 40k way better,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,worth camera 1010 performance 1010 display 1010 hand feel 1010 battery 810 software experience ai 1010,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,great camera great specs im switched iphone xr pixel 8 pixel experience brilliant worth buying yes price kind higher phone u use device u feel like holding real flagship device better s23 iphone 14 cons phone different kind bugs felt using 8 hrs think updates fixed later guys u buy pixel device always buy google 30w charger along coz im charging apple read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,nice phone camera simply awesomeperformance smooth minimal heating issue might solved updates battery backup ok normal user charging faster google 30 w adapternot recommended gamers overall performance good certainly go,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,im sure much negative talk product outside even flipkart reviews heating device didnt heat much yes slight warmth extensive usage observed iphone secondly liked pixel ai dude way smatter iphone aspects finally make decision want smarter phone way smatter apple pixel best 7 years software updates security p read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,everything fine heating issue required fixed dont play games anything phone gets heated even watching anything device,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,awesome pers,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,know bought india dont get much ai magic said phone really good use hands haptics screen buttons everything u interact really good experience camera phone praised also really good back camera switching 5 zoom taking pic anything closer yields pixelated image also u open camera apps abruptly killed yes 8gb aint enough keep app read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,initially received phone disappointed phone heating lot even idle searched heating issues found adaptive connectivity service process running background disabled phone wasnt heatingsometimes using camera performance dont play games never felt like performance issues lagsthis excellent phone considering buy stock android phone around 3035k,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,writing review 10 days usage pros clean android experience pure stock lags jitter camera quality superb saturation colors like brands impossible take wrong photo pixel picture quality also near natural processing speed okay work heavy user gamer heating use phone constantly bearable normal get sky high hot battery decent cons su read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,say u dont play games heavy addictive user phone u go blindly camera never disappoints screen makes fall love haptic feedback vibration motor say love u may find lot negative feedback comments phone way show far better price bbd sale insane buy get,Negative,-1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,awesome,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,phone beast camera1010 performance 910 display 1010,Neutral,0
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,device feels perfect hands really appreciate pixel,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,rounded aluminium sides curved glass back feel nice easy holdnew generative ai features including various image video editing tools new abilities voice assistant overall best android phone ever launched futuristic,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,value money contemporary iphone android,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,excellent camera heating ok battery life average,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,really good product much better iphone looking phone hand doesnt feel like costlier mobilebut using features makes unique stand step pixels,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,purchased using iphone 12 mini 3 years beautiful design elegant looking camera also nice battery doesnt seem major issue display nice network issues use 4g downside noticed heats sometimes optical fingerprint sensor accurate always,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,couldnt connect jio 5,Neutral,0
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,good good samsung flagships areas except photos videos,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,using stock android almost 10 years moto nexus note 2 motorola etc cons pixel 8 1battery doesnt last full day moderate use 2camera pop design makes mobile feel heavier 3save passwords error instead login id shows password 4gemini ai better good points display awesome hdr videos daily use sound good quick charging first 50 user friendly interface camera tooo good overall good mo read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good bought around 50k good camera ultra smooth performance good value proposition bought around 50k,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,im using dis mobile last 8 days 1 design looks classy 2 battery compare previous series much better v tell 3 display always superb 4 camera words bcoz im pixel lover previous mobile also pixel 4a usednow pixel 8 dout pics nd videos always gud dis pixel series 5 performance wise k bcoz im gaming person play gamessoo overall loved dis pixel 8 mobile,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,google overall winner pixel 8 using phone last 3 weeks say totally impressed get phone google stands claim 7 years os update regrets time tell pros 1 performance smooth flagship killer ultimate gaming phone plesently surprised offer havent witnessed glitches lag far app use experience read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,traded pixel 7 im happy decision phone would like keep least 4 years phone perfect size one best display panels ive seen phones battery backup top notch theyve definitely improved speaker one os buttery smooth fixed biometric scanner issue face recognition finger print working better pixel 7 series area didnt find upgrade camera read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,good phone pixel software well optimised works smoothly display design excellent performance average phone gaming charges slowly sometimes feels little warm compact phone major issue,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,great product google best gaming despite performance great,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,dont know people complaining battery life connectivity issues dont connectivity issues getting use device whole day single charge camera performance excellent price definitely higher side u compromise camera 7 years android updates,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,battery take 1 hour 45 minutes charge original google charger gets warm heavy task playing gamesyou need use phone back cover avoid body heating issue display sound design good quiet handy phone camera clarity good zooming missing phone strictly users love pixel experience others please stay better go better options,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good performance mobile camera overall better battery also superb everything super love pixel 8 device,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,must buy good camera nice design thik pixel 4as display better google pixels phones6 7 8,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,great android phone excellent camera quality pros camera picture quality outstanding google processing capturing makes dslr like picturesedge detection perfect portrait mode ui smooth ui feel flagship experience design size compact great single hand usage design unique haptic vibration good ai features lots ai features makes phone brilliant ot read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,battery average top flagship heating issue doesnt last long camera usual typical pixel one best average selfie cam lowlight design awesome display crispy haptics best business,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,battery better given price cant sustain even day full charge minimum app use,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,using samsung flagship mid rangers since last 10 years put ui duplicate app stores decided switch pixel 8 design software fluid compared 3rd party uisvery happy camera performance flagship grade alongwith ai integration editing video n photos battery performance averagehope future updates improve performanceexperiencing heating issues extended usage specially 5gif want stick android read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,incredible experience pixel always earlier used pixel 4a 4 years still using also using pixel 8 last 5 months,Positive,1
