product_name,review,rating
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Pros:
1. Camera flagship level.
2. Display excellent.
3. Sound decent.
4. Software/UI excellent.

Cons:
1. Battery life is poor. Requires to be charged 2 times in a day.
Had m51 previously which easily lasted for 2 days on medium usage even after 3 years.
This one is a very step down from that.
2. Phone gets heated on medium usage (excluding gaming), but still manageable.",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","The phone is fully functional and meets all expectations. I'm fully satisfied with it, especially the night photography. 📸✨ However, there's a heating issue that I think is due to the Exynos processor.
One suggestion: If you're planning to get an S23 FE, I'd recommend waiting a few months for the Snapdragon version. It'll be worth the wait!",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Overall a good phone for regular usage. Premium feel, fantastic display, fantastic speakers, fantastic camera. Bezels are little thick but wont bother you in regular usage. Phone not meant for gaming",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","The phone is good overall. The camera is top notch best camera in this segment and display too is marvelous, The processor too is good but the reason I rated it 4 stars is because of the heating problem. Yes the phone gets hot even if u do simple tasks, the battery too is good but I think Samsung could do better. I would still advice u to buy the phone but keep the heating issue in mind",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Look and design of the phone is quite premium. The Performance of the phone is great. Display quality is very good and smooth. Camera quality is amazing but the battery backup and heating problem is a little bit poor.,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","I love everything about the phone except the battery. It drains so fast that I have to put the phone in power saving to use it all day at work. Otherwise it's the best and the cameras, just mind-blowing.",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Display - 5/5
Camera - 5/5
Performance - 4.5/5
Look - 5/5
Battery - 4/5",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Overall, good phone except the heating issues",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Camera is good but mobile heating issue.,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Best phone under 40k,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Quality wise it will not disappoint you. Good build and gives premium feeling.
Camera is ultimate hero for this phone.
Battery is also good, for normal usage you won't see any drawback.
Performance is also decent , one ui 6.1 comes with good features. Which you cant see in same price segment mobiles.
Thank you",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Excellent camera quality for the price, but the battery life is quite short, especially when using the camera. Overall, great value for money.",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera, display is good but the phone heats a lot and the battery drains too quickly.",3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Honest review

Camera - 4 ⭐️
Battery - 3 ⭐️
Display - 4 ⭐️
Design - 5 ⭐️
Performance - 4 ⭐️",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","All good but battery performance is not so good...looks- very good
Performance - very good
Camera - very good
Design- good
Improve battery performance...",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera quality is amazing , performance is good reviewing after 3 months, design is premium just little heating issues while using . Overall satisfied with the product 👍",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Very nice love it,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Best performance phone,
Everybody says battery is not good , 😊😊 its not true after 20 days of using i can say its a good battery, my sot is 3 to 4 hrs daily with some simulator games and social media and last of the day battery remaining 30 to 35% and i charge the phone only 1 time in 24 hrs , overall a good package,Go for it",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Night mode awesome.. battery drain faster if you are using Hotspot or gaming,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Pros:-
1.Very Vibrant Amoled Display, just like Apple. 1400nits display is enough for daylight.
2. Camera is just Awesome and Innovative. 12MP camera is super useful and takes beautiful potraits just like apple iphone.
3.Gives you Premium Feel in hand on this price range.
4.Outstanding Display with Gorilla Glass 5 Protection on both sides
5.Battery can last upto 1day in moderate use.
6.Switching between apps is super easy and without any lags.
6.Bluetooth , wifi connectivity is very fast.

C...
READ MORE",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Before BBD 2024 no. Of ratings were 15000+, as on 7/10/24 the no. Of reveiws has crossed 32000+

Suggeted settings to reduce heating and battery drain issue

1. Update to the latest software
2. Use dark mode and if possible a black wallpaper ( as its amoled the blacks will reduce battery consumption)
3. Battery protection - on
4. Battery saving - on
5. Performance profile - normal (More than enough for daily use) - while gaming the setting automatocally changes to max performance
6. Screen ca...
READ MORE",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Good but Battery was not that much satisfactory,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Good quality
Good Camara 👍
But this phone is very hitting issue 😒",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","This phone samsung galaxy s23 fe is really good, sleek in design, and handy. It's camera is performing outstanding. The adapter of charger is not in the box. Only sim ejector pin and charging cable would come with the device.",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Everything is perfect except battery performance.,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","This mobile device is experiencing an elevated temperature, reaching approximately 44 degrees Celsius, even with limited usage, such as watching a five-minute video. Regrettably, there appears to be a lack of adequate support from Flipkart in addressing this issue. Consequently, I can not recommend this product based on the aforementioned concerns.",2
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Everything Thing On this device is very good.
Camera is awesome.
If you can manage Battery efficiently then it is going to give you a good backup and with original charger it charge very fast.But if you don't know how to manage Battery efficiently then you will face Battery backup issue.
And if you know how to efficiently use this phone then phone will never heat.But if you don't know how to use this efficiently then you will face heating issue.
Display is Fantastic.
Build Quality is very goo...
READ MORE",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Good quality camera quality 🥰,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Very very good mobile,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Nice phone , heating issue",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Great,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",It's camera phone,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","I've been using this phone for 1.5 months now and I'm super impressed! 📸 The camera is a solid 4.9/5, and the performance is a speedy 4.7/5. 🔋 The battery life is a bit of a letdown at 3.5/5, it lasts for 10-12 hours of normal use. it charges fast - from 0 to 100% in just 1 hour and 20 minutes! 🔥 The Galaxy AI features are also amazing.

There was heating issue in the beginning but After the update this problem has been solved

😍 All in all, I'd give this phone a 4.5/5 rating. 👍",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Best phone in 36 k budget overall fells flagship phone in hand use nice picture quality but battery backup is low in full charge used to maximum 5 to 6 hours daily task use ovell best best phone 📱,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","23 FE has amazing display and smoothness for day to day task which is not heavy.
Small small features enhances the experience like galaxy AI, Aod, etc. However battery and warming issue tends to be one of the problems which needs to be considered before buying the product. If you're someone who uses the phone alot throughout the day, than you will need to charge your phone twice a day. The thing which also needs to be considered before buying is that it is kind of heavy weighted.
Overall expe...
READ MORE",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",I m writing this review after 15 days of buying it in bbd sale in the price of 28k ..overall very good phone ...only issue is battery drain ...2 times charging need in a day...some heating issue which is normal like all phones,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera is good...
There is some heating issue...
Do not buy for gaming..",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Phone design nic and , everything good but battery not a good others phone,camera or video best performance .",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Using it for 2months. Never faced lag in performance . No cons except battery,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Battery Drains Faster
Heavy on weight
Camera and OS is good
No Fast charging",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera is very good. Captures very clear pictures in all modes.
Build is also solid , just a slight problem of phone getting hang is observed couple of times.
Battery backup is upto the mark , no issues .",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera superb.
Battery decent hai.
Under 30k best mobile at this time.
Worth buy 👍",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","I'm so impressed with my new Samsung Galaxy S23 FE! 📱 The camera quality is incredible - my photos and videos have never looked better. 🤩 The battery life is also amazing, I can easily go all day without needing to recharge. 💪 Plus, the design is sleek and stylish. ✨ Overall, I'm extremely happy with my purchase and would definitely recommend this phone to anyone looking for a great Android device. 👍 #SamsungGalaxyS23FE #NewPhoneWhoDis #GalaxyS23FE",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",battery backup performance very bad,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Camera good but battery dispointed,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Being type phone super work 💪,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Go for it, everything is best, initially heating issue but after the update its normal and battery performance is not that great but not that bad as well...for normal user need to charge twice in a day...",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",HTML Programming run very smoothly,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","S23 FE It's OK, design and performance are okay. But battery optimization is one of the worst in the segment. Do not expect more than 4.5-5 hrs of SOT on average. It gets warm on basic stuff and while on updates and downloads of big file size it gets very hot, unable to hold in hands specially form edges.",3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Osm product,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Upgraded from Samsung M21 to this, and kept feeling amazed during the entire migration process (Samsung has really refined the Smart Switch utility to the extent that the new phone is an exact replica of the old one).

The phone is a bit on the heavier side but mainly due to the metal parts and battery. It feels top notch premium, and performs buttery smooth (Note: it's slippery as it has glass on both sides so it's a good idea to have a case ready for it when it comes).

The camera is stella...
READ MORE",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Camera is super battery is worst just one day backup of u r using it with watch connected via Bluetooth u need to charge it by 6.00 pm again if fully charged in morning,3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Battery is the worst ,u' ll have to charge twice everyday even for normal use. And heats alot. Please dont buy this phone.",2
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Feels Premium in hand, clicks amazing photos camera is a beast and features are also next level in this price range but the only problem is battery need to charge twice in a day but hope it's resolved in the updates",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","The Samsung S23 FE is a solid phone with several standout features. The camera quality is impressive, capturing detailed and vibrant photos. It has a premium look and feel, and the sound quality is excellent. Performance-wise, it handles tasks efficiently and smoothly. However, the battery life is a downside, as it requires charging at least twice a day.

Pros:
- Camera: Excellent quality, producing detailed and vibrant photos.
- Design: Premium look and feel.
- Sound Quality: Clear and robus...
READ MORE",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Samsung s23fe is best phone under 30k its flagship phone. Writing review after 4 days
Rating *8/10
Camera = 9/10
Display = 9/10
Build quality = 9/10
Battery = *4/10 caus its drain fastly. If you are using full day then you need to charge twice in a day.
This phone highly recommend for all...
In this phone you can experience all high level ai features.",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Galaxy S23 FE awesome phone👌👌
Performance Good.
Camera is awesome.
Battery is good.
Overall nice phone.",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Mobile looking so beautiful
🥰😍😍🥰😍🥲",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Battery is pathetic.. not expected at this price point.. better to go with IPhone..,3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Camera is good..design is good..performance is good..but battery backup is not good..need to charge twice a day..There is some heating problem...,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Over heat issue and photos are great only in outdoor,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","The phone is perfect, but it has two plus points and two negative points:

Positive:
1. Camera is excellent in this budget segment.
2. Design and build quality is top notch.

Negative:
1. Battery drains quickly.
2. Heating issue.

Overall good phone",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Excellent camera and design but battery is draining to quick,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","The one and only bad things is heating issues(affecting battery).I know it has vapour cooling chamber and Aluminum frame to manage it and that's why Aluminum frame shocks my skin with simple usage,,, it heats a lot. I think Exynos is the cause. But Camera, UI and Galaxy AI is something that cover ups the whole. With proper settings you can save battery backup.",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Samsung S23 FE is best version I never seen in before..

The only drawback is Battery 🔋 😤

Camera is outstanding ..

I love the Design and Its feels like a I phone..

Al applications are awesome 👌",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","I bought s23 fe 256 gb variant.

It's camera, display and ui is awesome.
It's processor is decent not for gamers and battery backup is average.

Overall it's a good device, you fill warm first 3,4 days then becomes normal.",4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Everything is good about this phone except the heating issue. It is bothering me.,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Battery will drain easily and touch and all good and camera is same Iike iPhone or better than that as I used,4
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Slow charged and quickly battery discharge,2
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","👍 Good Camera, Pleasant Colours, Nice to Hold.
👎 Turns Iron Box when used, Pathetic Battery.",3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","If Camera is your only priority and you don't like IPhone, go for it. Otherwise battery and processor performance is not that much.",3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Product is good, but I wanted to send this as a gift to someone but flipkart don't give facility.",3
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","All the things are good
But battery performance is not good in Samsung smartphone",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Being type phone super work 💪,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews","Camera and display quality is awesome 👌
Battery need to be improve better
Design is premium 👌 feel good in hand

I'm rating 7.5 out of 10 because of heating a bit",5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Samsung S23 FE best mobile but heating and battery drone,5
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",Great performance,5
