product_name,review,rating
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Nothing is everything ❤️ Smooth working.
Go for a low budget best phone.",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","This phone is an absolute Value for Money.
1. Most clean android experience I have ever seen. Absolutely zero bloatware. And the fact that you can even hide the pre-installed Google apps makes it even better.
2. Nothing OS is an absolute beast. Cloned apps, so many widgets, double tap to lock, app lock for individual apps, Pop up view are some amazing features. This make it standout from Pixel and Moto.
3. 33 W charging is fast enough is also good for battery health.
4. I got this for Rs. 130...
READ MORE",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Nice good 👍😊👍 me 💯,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Very much value for money. Performance is top notch. Camera is decent. Battery is sufficient. Looks uncommon. Feels good in hand. Amazing product from Nothing. ⭐⭐⭐⭐⭐,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",There is a big hang problem,3
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Nice mobile with unique design,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Wonderful phone from nothing...
😍",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Nice,4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Very good phone. If you are choosing to buying a phone with this price range, please must go through this CMF phone 1",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",It's a nice budget phone..camera is also good..smooth display..even using in 60fps,4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","I bought at BBD FOR 13K...For 13k best option to buy..more than 13k look for other options...
Only problem I faced that it is little bit heavy and looks bulky when keep in one hand...",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",I request nothing company to make the always on display feature available in their CMF phone 1 in their new update which is very important. The phone is good but one feature is missing due to which the phone doesn't look good.,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Great first day experience with the phone.

Pros:
Clean and premium looking UI. Camera is better than expected (photo taken on this device). Performance is smooth till now. Battery is decent.

Cons:
Till now I could only point out a single problem and it's the build quality. The back cover isn't that good. Looks and feels cheap

Overall the product is excellent. I'll update after a month .",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Good mobile
But camera ok....
But display and OS super
Under 15000 best mobile",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Overall good for daily use , nothing ui is good and smooth to use better than stock android",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Nice phone but little bit bigger si size.,4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",The charger is not even given a charger cable not given please provide the charger basis needed by the phone camera 📸 good.,3
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Posting my Review after 1.5 months of usage.
Pros:
1. Performance -
BGMI and CODM will run at 60 fps
2. Clutter-free UI -
Almost no bloatware

Cons:
1. Durability -
Very less endurance to water , even a splash of water can screw up the display - because of less IP ratings. My Display is gone, just
after a splash from a passing motorbike.
2. Camera -
In comparison to other mobiles in the segment)
3. Slower charging-
...
READ MORE",2
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Perfectly working fine, but display is not upto the mark",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Compared to the money, this phone is a very good mobile phone, absolutely value for money So if you want to think about getting this phone then you can definitely get it I will advertise you whether this phone is ok",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","giving 4 stars. This is an amazing phone worth every penny. but its not perfect. im listing the issues i faced in the previous 5 days of my usage.
1. during calls,disturbances were heard at the receivers end.(its less frequent after the latest update).
2.while fast charging with 33W charger, i felt shock from the back screws on my phone making it unsuable. Not sure whether its a common problem or a fault in my device, but the issue is present for me.( currently using a backcover to avoid shoc...
READ MORE",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","The CMF Phone 1 offers a good quality Amoled display, making it enjoyable for watching movies. The user interface is smooth, and the performance is adequate for daily tasks. The audio output is good, although it could have been better with dual speakers. On 5G, the battery provides 7 to 8 hours of normal usage. The camera is good for the price and it can be enhanced with a GCam mod. Call quality is good, making it a strong contender in its budget category. The main drawback is the mono speake...
READ MORE",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Good to go this is a nice one and even though this is a budget phone with quite high-end features, this is a very early review from my side. I hope this will last longer coz I've bought except Samsung only to try another one.",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Good phone this segment jabardast
Smart bay",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Just Unbox 1st sale order ,
Good one as per Expected 😊",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",At this price no one can beat this.. display awesome n fast processing everything works fine...and Android version without any third party software...,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","All Rounder budget friendly phone
The design is unique
Smooth UI
Good battery 🔋 backup",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Awesome phone for 16k. Decent look. Product finishing is too good. CMF directly competes with its Nothing 2a,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Good 👍,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Good looking phone
Feels gud too handy
Camera quality better as compare to segments",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Camera leg ,dull and software little hanging problem",3
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","I'll keep it crisp and short

If you want performance under budget of 16k
Then go for it.
I m using it from last 7 days so here is the review
Design:5
Battery:4
Charging speed:5
Display:5
Processor:5
Camera:3

Just go for it if you do not use camera that much.
Overall it's a great package.",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Great value for money. Best phone under 15k,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Pros- Feel like iphone.Hardware, design, display quality and software are top notch.
Cons- comparatively heavy for this screen size, Language selection minor issue, English(India) is missing. Camera should have OIS support.
Sugg. -If this would have screen size not more than 6.3 , then it is a real game changer in this mobile generation and perfect competition to iphones. Bigger phones are more uncomfortable in one hand and lost their premium feel.Refersh rate should be optional with 90hz, ...
READ MORE",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","Battery performance is not up to mark ,",3
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","CMF by Nothing Phone 1 is an excellent Smartphone. I must say it lived up to the hype.

My reasons to buy this phone:

1. Unique and eye-catching design

2. Replaceable back covers

3. Super AMOLED display

4. In-Display fingerprint

5. Nothing OS

6. Affordable price

This is my first experience with the Nothing OS and I must admit it is addictive. I love the widgets. I can decorate my screen with widgets. Decoration is one thing but each of those widgets have a purpose and are very useful ...
READ MORE",5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Great product for the audience for basic regular use. Just buy it if you are not a heavy user great stock android no bloatware. So much customization available for every aspect.,5
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews","first impression looks good, phone is clean, no unnecessary recommendation to download any app or any useless pre installed app, there is no gallery app in the phone, the clicked photos can be access through google phots or by using file manager. the phone comes with screen protection, a charging CABLE, and a sim ejector tool, there is no CHARGER in the box, all in all the phone runs smoothly, and the display is very good.",4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",Everything is good,4
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",This phone is best compared to similar. It's just the battery drains really fast.,4
